CODIGO_UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,CODIGO_CIUDAD,SERVICIO,AEREO PROPUESTO,TERRESTRE PROPUESTO,A TRAVÉS DE,OBSERVACION
60811,CAJAMARCA,JAEN,SAN JOSE DEL ALTO,PEJAE,DIST. NACIONAL,-,3,LIM - JAE,ALEJADO
60112,CAJAMARCA,CAJAMARCA,SAN JUAN,PECJA,DIST. NACIONAL,2,3,LIM - HNV,ALEJADO
60609,CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,PEJAE,DIST. NACIONAL,4,5,LIM - CJA,ALEJADO
60416,CAJAMARCA,CHOTA,SAN JUAN DE LICUPIS,PECJA,DIST. NACIONAL,4,5,LIM - CJA,ALEJADO
61203,CAJAMARCA,SAN PABLO,SAN LUIS,PECJA,DIST. NACIONAL,4,5,LIM - CJA,ALEJADO
60610,CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,PEJAE,DIST. NACIONAL,4,5,LIM - CJA,ALEJADO
61101,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,PECJA,DIST. NACIONAL,4,5,LIM - CJA,ALEJADO
61201,CAJAMARCA,SAN PABLO,SAN PABLO,PECJA,DIST. NACIONAL,4,5,LIM - CJA,ALEJADO
61111,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,PECJA,DIST. NACIONAL,4,5,LIM - CJA,ALEJADO
61301,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,PECJA,DIST. NACIONAL,5,6,LIM - CJA,ALEJADO
60611,CAJAMARCA,CUTERVO,SANTA CRUZ,PEJAE,DIST. NACIONAL,4,5,LIM - ICA,ALEJADO
60506,CAJAMARCA,CONTUMAZA,SANTA CRUZ DE TOLED,PECJA,DIST. NACIONAL,3,4,LIM - CJA,ALEJADO
60812,CAJAMARCA,JAEN,SANTA ROSA,PEJAE,DIST. NACIONAL,-,3,LIM - CIX,ALEJADO
60612,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,PEJAE,DIST. NACIONAL,4,5,LIM - CJA,ALEJADO
60613,CAJAMARCA,CUTERVO,SANTO TOMAS,PEJAE,DIST. NACIONAL,4,5,LIM - CJA,ALEJADO
61308,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,PECJA,DIST. NACIONAL,5,6,LIM - CJA,ALEJADO
61309,CAJAMARCA,SANTA CRUZ,SEXI,PECJA,DIST. NACIONAL,5,6,LIM - CJA,ALEJADO
60204,CAJAMARCA,CAJABAMBA,SITACOCHA,PECJA,DIST. NACIONAL,3,4,LIM - CJA,ALEJADO
60614,CAJAMARCA,CUTERVO,SOCOTA,PEJAE,DIST. NACIONAL,4,5,LIM - CJA,ALEJADO
60309,CAJAMARCA,CELENDIN,SOROCHUCO,PECJA,DIST. NACIONAL,5,6,LIM - CJA,ALEJADO
60310,CAJAMARCA,CELENDIN,SUCRE,PECJA,DIST. NACIONAL,5,6,LIM - CJA,ALEJADO
60907,CAJAMARCA,SAN IGNACIO,TABACONAS,PEJAE,DIST. NACIONAL,-,4,LIM - JAE,ALEJADO
60417,CAJAMARCA,CHOTA,TACABAMBA,PECJA,DIST. NACIONAL,4,5,LIM - CJA,ALEJADO
60507,CAJAMARCA,CONTUMAZA,TANTARICA,PECJA,DIST. NACIONAL,3,4,LIM - CJA,ALEJADO
60418,CAJAMARCA,CHOTA,TOCMOCHE,PECJA,DIST. NACIONAL,4,5,LIM - CJA,ALEJADO
61112,CAJAMARCA,SAN MIGUEL,TONGOD,PECJA,DIST. NACIONAL,4,5,LIM - CJA,ALEJADO
60615,CAJAMARCA,CUTERVO,TORIBIO CASANOVA,PEJAE,DIST. NACIONAL,4,5,LIM - CJA,ALEJADO
61204,CAJAMARCA,SAN PABLO,TUMBADEN,PECJA,DIST. NACIONAL,4,5,LIM - CJA,ALEJADO
61113,CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA,PECJA,DIST. NACIONAL,4,5,LIM - CJA,ALEJADO
60311,CAJAMARCA,CELENDIN,UTCO,PECJA,DIST. NACIONAL,5,6,LIM - CJA,ALEJADO
61310,CAJAMARCA,SANTA CRUZ,UTICYACU,PECJA,DIST. NACIONAL,5,6,LIM - CJA,ALEJADO
61311,CAJAMARCA,SANTA CRUZ,YAUYUCAN,PECJA,DIST. NACIONAL,5,6,LIM - CJA,ALEJADO
60508,CAJAMARCA,CONTUMAZA,YONAN,PECJA,DIST. NACIONAL,3,4,LIM - CJA,ALEJADO
81002,CUSCO,PARURO,ACCHA,PECUZ,DIST. NACIONAL,5,7,LIM - CUZ,ALEJADO
80201,CUSCO,ACOMAYO,ACOMAYO,PECUZ,DIST. NACIONAL,5,6,LIM - CUZ,ALEJADO
80202,CUSCO,ACOMAYO,ACOPIA,PECUZ,DIST. NACIONAL,5,6,LIM - CUZ,ALEJADO
80203,CUSCO,ACOMAYO,ACOS,PECUZ,DIST. NACIONAL,5,6,LIM - CUZ,ALEJADO
80808,CUSCO,ESPINAR,ALTO PICHIGUA,PECUZ,DIST. NACIONAL,6,7,LIM - CUZ,ALEJADO
80302,CUSCO,ANTA,ANCAHUASI,PECUZ,DIST. NACIONAL,4,5,LIM - CUZ,ALEJADO
81202,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,PECUZ,DIST. NACIONAL,5,6,LIM - CUZ,ALEJADO
80301,CUSCO,ANTA,ANTA,PECUZ,DIST. NACIONAL,3,4,LIM - CUZ,ALEJADO
80303,CUSCO,ANTA,CACHIMAYO,PECUZ,DIST. NACIONAL,4,5,LIM - TRU,ALEJADO
81102,CUSCO,PAUCARTAMBO,CAICAY,PECUZ,DIST. NACIONAL,5,6,LIM - TPP,ALEJADO
80401,CUSCO,CALCA,CALCA,PECUZ,DIST. NACIONAL,3,4,LIM - JUL,ALEJADO
81203,CUSCO,QUISPICANCHI,CAMANTI,PECUZ,DIST. NACIONAL,5,6,LIM - AQP,ALEJADO
80702,CUSCO,CHUMBIVILCAS,CAPACMARCA,PECUZ,DIST. NACIONAL,6,7,LIM - JUL - PUN,ALEJADO
81003,CUSCO,PARURO,CCAPI,PECUZ,DIST. NACIONAL,5,7,LIM - TPP,ALEJADO
81204,CUSCO,QUISPICANCHI,CCARHUAYO,PECUZ,DIST. NACIONAL,5,6,LIM - CUZ,ALEJADO
81205,CUSCO,QUISPICANCHI,CCATCA,PECUZ,DIST. NACIONAL,5,6,LIM - CUZ,ALEJADO
80102,CUSCO,CUSCO,CCORCA,PECUZ,DIST. NACIONAL,2,3,LIM - HNV,ALEJADO
81103,CUSCO,PAUCARTAMBO,CHALLABAMBA,PECUZ,DIST. NACIONAL,5,6,LIM - ABA,ALEJADO
80703,CUSCO,CHUMBIVILCAS,CHAMACA,PECUZ,DIST. NACIONAL,6,7,LIM - CUZ,ALEJADO
80602,CUSCO,CANCHIS,CHECACUPE,PECUZ,DIST. NACIONAL,4,5,LIM - TPP,ALEJADO
80502,CUSCO,CANAS,CHECCA,PECUZ,DIST. NACIONAL,4,5,LIM - CUZ,ALEJADO
80304,CUSCO,ANTA,CHINCHAYPUJIO,PECUZ,DIST. NACIONAL,4,5,LIM - HUU,ALEJADO
81302,CUSCO,URUBAMBA,CHINCHERO,PECUZ,DIST. NACIONAL,4,5,LIM - CUZ,ALEJADO
81004,CUSCO,PARURO,COLCHA,PECUZ,DIST. NACIONAL,5,7,LIM - JAE - CHA,ALEJADO
80704,CUSCO,CHUMBIVILCAS,COLQUEMARCA,PECUZ,DIST. NACIONAL,6,7,LIM - HUU,ALEJADO
81104,CUSCO,PAUCARTAMBO,COLQUEPATA,PECUZ,DIST. NACIONAL,5,6,LIM - CUZ,ALEJADO
80603,CUSCO,CANCHIS,COMBAPATA,PECUZ,DIST. NACIONAL,4,5,LIM - HYO,ALEJADO
80802,CUSCO,ESPINAR,CONDOROMA,PECUZ,DIST. NACIONAL,6,7,LIM - TRU,ALEJADO
80803,CUSCO,ESPINAR,COPORAQUE,PECUZ,DIST. NACIONAL,6,7,LIM - AQP,ALEJADO
80402,CUSCO,CALCA,COYA,PECUZ,DIST. NACIONAL,4,5,LIM - LME,ALEJADO
80101,CUSCO,CUSCO,CUSCO,PECUZ,DIST. NACIONAL,1,2,LIM - CHM,ALEJADO
81206,CUSCO,QUISPICANCHI,CUSIPATA,PECUZ,DIST. NACIONAL,5,6,LIM - CUZ,URBANO
80902,CUSCO,LA CONVENCION,ECHARATE,PECUZ,DIST. NACIONAL,5,7,LIM - JUL,ALEJADO
80801,CUSCO,ESPINAR,ESPINAR,PECUZ,DIST. NACIONAL,5,7,LIM - CJA,ALEJADO
81105,CUSCO,PAUCARTAMBO,HUANCARANI,PECUZ,DIST. NACIONAL,5,6,LIM - AND,ALEJADO
81005,CUSCO,PARURO,HUANOQUITE,PECUZ,DIST. NACIONAL,5,7,LIM - ABA,ALEJADO
81207,CUSCO,QUISPICANCHI,HUARO,PECUZ,DIST. NACIONAL,5,6,LIM - CHM,ALEJADO
80305,CUSCO,ANTA,HUAROCONDO,PECUZ,DIST. NACIONAL,4,5,LIM - LIM,ALEJADO
81303,CUSCO,URUBAMBA,HUAYLLABAMBA,PECUZ,DIST. NACIONAL,4,5,LIM - HRZ,ALEJADO
80903,CUSCO,LA CONVENCION,HUAYOPATA,PECUZ,DIST. NACIONAL,5,7,LIM - TRU,ALEJADO
81106,CUSCO,PAUCARTAMBO,KOSÑIPATA,PECUZ,DIST. NACIONAL,5,6,LIM - CUZ,ALEJADO
80503,CUSCO,CANAS,KUNTURKANKI,PECUZ,DIST. NACIONAL,4,5,LIM - CUZ,ALEJADO
80403,CUSCO,CALCA,LAMAY,PECUZ,DIST. NACIONAL,4,5,LIM - CUZ,ALEJADO
80504,CUSCO,CANAS,LANGUI,PECUZ,DIST. NACIONAL,4,5,LIM - CUZ,ALEJADO
80404,CUSCO,CALCA,LARES,PECUZ,DIST. NACIONAL,4,5,LIM - CUZ,ALEJADO
80505,CUSCO,CANAS,LAYO,PECUZ,DIST. NACIONAL,4,5,LIM - CUZ,ALEJADO
80306,CUSCO,ANTA,LIMATAMBO,PECUZ,DIST. NACIONAL,4,5,LIM - CUZ,ALEJADO
80705,CUSCO,CHUMBIVILCAS,LIVITACA,PECUZ,DIST. NACIONAL,6,7,LIM - CUZ,ALEJADO
80706,CUSCO,CHUMBIVILCAS,LLUSCO,PECUZ,DIST. NACIONAL,6,7,LIM - CUZ,ALEJADO
81208,CUSCO,QUISPICANCHI,LUCRE,PECUZ,DIST. NACIONAL,5,6,LIM - CUZ,ALEJADO
81304,CUSCO,URUBAMBA,MACHUPICCHU,PECUZ,DIST. NACIONAL,4,5,LIM - CUZ,ALEJADO
80604,CUSCO,CANCHIS,MARANGANI,PECUZ,DIST. NACIONAL,4,5,LIM - CUZ,ALEJADO
80904,CUSCO,LA CONVENCION,MARANURA,PECUZ,DIST. NACIONAL,5,7,LIM - CUZ,ALEJADO
81305,CUSCO,URUBAMBA,MARAS,PECUZ,DIST. NACIONAL,4,5,LIM - CUZ,ALEJADO
81209,CUSCO,QUISPICANCHI,MARCAPATA,PECUZ,DIST. NACIONAL,5,6,LIM - CUZ,ALEJADO
80307,CUSCO,ANTA,MOLLEPATA,PECUZ,DIST. NACIONAL,4,5,LIM - HNV,ALEJADO
80204,CUSCO,ACOMAYO,MOSOC LLACTA,PECUZ,DIST. NACIONAL,5,6,LIM - PIU,ALEJADO
80905,CUSCO,LA CONVENCION,OCOBAMBA,PECUZ,DIST. NACIONAL,5,7,LIM - AND,ALEJADO
81210,CUSCO,QUISPICANCHI,OCONGATE,PECUZ,DIST. NACIONAL,5,6,LIM - CUZ,ALEJADO
80804,CUSCO,ESPINAR,OCORURO,PECUZ,DIST. NACIONAL,6,7,LIM - AQP,ALEJADO
81306,CUSCO,URUBAMBA,OLLANTAYTAMBO,PECUZ,DIST. NACIONAL,4,5,LIM - JUL,ALEJADO
81006,CUSCO,PARURO,OMACHA,PECUZ,DIST. NACIONAL,5,7,LIM - CIX,ALEJADO
81211,CUSCO,QUISPICANCHI,OROPESA,PECUZ,DIST. NACIONAL,5,6,LIM - AND,ALEJADO
81007,CUSCO,PARURO,PACCARITAMBO,PECUZ,DIST. NACIONAL,5,7,LIM - AYP,ALEJADO
80805,CUSCO,ESPINAR,PALLPATA,PECUZ,DIST. NACIONAL,6,7,LIM - CHM,ALEJADO
80506,CUSCO,CANAS,PAMPAMARCA,PECUZ,DIST. NACIONAL,4,5,LIM - AQP,ALEJADO
81001,CUSCO,PARURO,PARURO,PECUZ,DIST. NACIONAL,5,7,LIM - HRZ,ALEJADO
81101,CUSCO,PAUCARTAMBO,PAUCARTAMBO,PECUZ,DIST. NACIONAL,5,6,LIM - AQP,URBANO
80806,CUSCO,ESPINAR,PICHIGUA,PECUZ,DIST. NACIONAL,6,7,LIM - AYP,ALEJADO
81008,CUSCO,PARURO,PILLPINTO,PECUZ,DIST. NACIONAL,5,7,LIM - HUU,ALEJADO
80405,CUSCO,CALCA,PISAC,PECUZ,DIST. NACIONAL,4,5,LIM - HRZ,ALEJADO
80605,CUSCO,CANCHIS,PITUMARCA,PECUZ,DIST. NACIONAL,4,5,LIM - CIX,ALEJADO
80205,CUSCO,ACOMAYO,POMACANCHI,PECUZ,DIST. NACIONAL,5,6,LIM - HYO,ALEJADO
80103,CUSCO,CUSCO,POROY,PECUZ,DIST. NACIONAL,2,3,LIM - TRU,ALEJADO
80308,CUSCO,ANTA,PUCYURA,PECUZ,DIST. NACIONAL,4,5,LIM - JUL,ALEJADO
80507,CUSCO,CANAS,QUEHUE,PECUZ,DIST. NACIONAL,4,5,LIM - AQP,ALEJADO
80906,CUSCO,LA CONVENCION,QUELLOUNO,PECUZ,DIST. NACIONAL,5,7,LIM - CUZ,ALEJADO
80707,CUSCO,CHUMBIVILCAS,QUIÑOTA,PECUZ,DIST. NACIONAL,6,7,LIM - HRZ,ALEJADO
81212,CUSCO,QUISPICANCHI,QUIQUIJANA,PECUZ,DIST. NACIONAL,5,6,LIM - CUZ,ALEJADO
80206,CUSCO,ACOMAYO,RONDOCAN,PECUZ,DIST. NACIONAL,5,6,LIM - CUZ,ALEJADO
80104,CUSCO,CUSCO,SAN JERONIMO,PECUZ,DIST. NACIONAL,2,3,LIM - AND,ALEJADO
80606,CUSCO,CANCHIS,SAN PABLO,PECUZ,DIST. NACIONAL,4,5,LIM - CUZ,ALEJADO
80607,CUSCO,CANCHIS,SAN PEDRO,PECUZ,DIST. NACIONAL,4,5,LIM - CUZ,ALEJADO
80406,CUSCO,CALCA,SAN SALVADOR,PECUZ,DIST. NACIONAL,4,5,LIM - CUZ,ALEJADO
80105,CUSCO,CUSCO,SAN SEBASTIAN,PECUZ,DIST. NACIONAL,2,3,LIM - CUZ,URBANO
80207,CUSCO,ACOMAYO,SANGARARA,PECUZ,DIST. NACIONAL,5,6,LIM - CUZ,ALEJADO
80901,CUSCO,LA CONVENCION,SANTA ANA,PECUZ,DIST. NACIONAL,5,7,LIM - CUZ,ALEJADO
80908,CUSCO,LA CONVENCION,SANTA TERESA,PECUZ,DIST. NACIONAL,5,7,LIM - CUZ,ALEJADO
80106,CUSCO,CUSCO,SANTIAGO,PECUZ,DIST. NACIONAL,2,3,LIM - CUZ,URBANO
80701,CUSCO,CHUMBIVILCAS,SANTO TOMAS,PECUZ,DIST. NACIONAL,6,7,LIM - CUZ,ALEJADO
80107,CUSCO,CUSCO,SAYLLA,PECUZ,DIST. NACIONAL,2,3,LIM - CUZ,ALEJADO
80601,CUSCO,CANCHIS,SICUANI,PECUZ,DIST. NACIONAL,3,4,LIM - CUZ,ALEJADO
80807,CUSCO,ESPINAR,SUYCKUTAMBO,PECUZ,DIST. NACIONAL,6,7,LIM - CUZ,ALEJADO
80407,CUSCO,CALCA,TARAY,PECUZ,DIST. NACIONAL,4,5,LIM - CUZ,ALEJADO
80608,CUSCO,CANCHIS,TINTA,PECUZ,DIST. NACIONAL,4,5,LIM - CUZ,ALEJADO
80508,CUSCO,CANAS,TUPAC AMARU,PECUZ,DIST. NACIONAL,4,5,LIM - CUZ,ALEJADO
81201,CUSCO,QUISPICANCHI,URCOS,PECUZ,DIST. NACIONAL,5,6,LIM - CUZ,ALEJADO
81301,CUSCO,URUBAMBA,URUBAMBA,PECUZ,DIST. NACIONAL,4,5,LIM - CUZ,ALEJADO
80708,CUSCO,CHUMBIVILCAS,VELILLE,PECUZ,DIST. NACIONAL,6,7,LIM - CUZ,ALEJADO
80909,CUSCO,LA CONVENCION,VILCABAMBA,PECUZ,DIST. NACIONAL,5,7,LIM - CUZ,ALEJADO
80108,CUSCO,CUSCO,WANCHAQ,PECUZ,DIST. NACIONAL,2,3,LIM - CUZ,URBANO
80501,CUSCO,CANAS,YANAOCA,PECUZ,DIST. NACIONAL,4,5,LIM - CUZ,ALEJADO
80408,CUSCO,CALCA,YANATILE,PECUZ,DIST. NACIONAL,4,5,LIM - CUZ,ALEJADO
81009,CUSCO,PARURO,YAURISQUE,PECUZ,DIST. NACIONAL,5,7,LIM - CUZ,ALEJADO
81307,CUSCO,URUBAMBA,YUCAY,PECUZ,DIST. NACIONAL,4,5,LIM - CUZ,ALEJADO
80309,CUSCO,ANTA,ZURITE,PECUZ,DIST. NACIONAL,4,5,LIM - CUZ,ALEJADO
90201,HUANCAVELICA,ACOBAMBA,ACOBAMBA,PEHNV,DIST. NACIONAL,-,5,LIM - HNV,ALEJADO
90102,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,PEHNV,DIST. NACIONAL,-,5,LIM - HNV,ALEJADO
90103,HUANCAVELICA,HUANCAVELICA,ACORIA,PEHNV,DIST. NACIONAL,-,5,LIM - HNV,ALEJADO
90702,HUANCAVELICA,TAYACAJA,ACOSTAMBO,PEHNV,DIST. NACIONAL,-,5,LIM - HNV,ALEJADO
90703,HUANCAVELICA,TAYACAJA,ACRAQUIA,PEHNV,DIST. NACIONAL,-,5,LIM - HNV,ALEJADO
90704,HUANCAVELICA,TAYACAJA,AHUAYCHA,PEHNV,DIST. NACIONAL,-,5,LIM - HNV,ALEJADO
90302,HUANCAVELICA,ANGARAES,ANCHONGA,PEHNV,DIST. NACIONAL,-,5,LIM - HNV,ALEJADO
90502,HUANCAVELICA,CHURCAMPA,ANCO,PEHNV,DIST. NACIONAL,-,5,LIM - HNV,ALEJADO
90202,HUANCAVELICA,ACOBAMBA,ANDABAMBA,PEHNV,DIST. NACIONAL,-,5,LIM - HNV,ALEJADO
90203,HUANCAVELICA,ACOBAMBA,ANTA,PEHNV,DIST. NACIONAL,-,5,LIM - HNV,ALEJADO
90402,HUANCAVELICA,CASTROVIRREYNA,ARMA,PEHNV,DIST. NACIONAL,-,5,LIM - HNV,ALEJADO
90118,HUANCAVELICA,HUANCAVELICA,ASCENSION,PEHNV,DIST. NACIONAL,-,5,LIM - HNV,ALEJADO
90403,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,PEHNV,DIST. NACIONAL,-,5,LIM - HNV,ALEJADO
90602,HUANCAVELICA,HUAYTARA,AYAVI,PEHNV,DIST. NACIONAL,-,5,LIM - HNV,ALEJADO
90204,HUANCAVELICA,ACOBAMBA,CAJA,PEHNV,DIST. NACIONAL,-,5,LIM - TCQ,ALEJADO
90303,HUANCAVELICA,ANGARAES,CALLANMARCA,PEHNV,DIST. NACIONAL,-,5,LIM - AQP,ALEJADO
90404,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,PEHNV,DIST. NACIONAL,-,5,LIM - IQT,ALEJADO
90401,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,PEHNV,DIST. NACIONAL,-,5,LIM - PIU,URBANO
90304,HUANCAVELICA,ANGARAES,CCOCHACCASA,PEHNV,DIST. NACIONAL,-,5,LIM - CUZ,ALEJADO
90503,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,PEHNV,DIST. NACIONAL,-,5,LIM - AND,ALEJADO
90305,HUANCAVELICA,ANGARAES,CHINCHO,PEHNV,DIST. NACIONAL,-,5,LIM - HNV,ALEJADO
90405,HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,PEHNV,DIST. NACIONAL,-,5,LIM - HYO,ALEJADO
90501,HUANCAVELICA,CHURCAMPA,CHURCAMPA,PEHNV,DIST. NACIONAL,-,5,LIM - HUU,ALEJADO
90406,HUANCAVELICA,CASTROVIRREYNA,COCAS,PEHNV,DIST. NACIONAL,-,5,LIM - AQP,ALEJADO
90705,HUANCAVELICA,TAYACAJA,COLCABAMBA,PEHNV,DIST. NACIONAL,-,5,LIM - ABA,ALEJADO
90104,HUANCAVELICA,HUANCAVELICA,CONAYCA,PEHNV,DIST. NACIONAL,-,5,LIM - CUZ,ALEJADO
90306,HUANCAVELICA,ANGARAES,CONGALLA,PEHNV,DIST. NACIONAL,-,5,LIM - JUL,ALEJADO
90603,HUANCAVELICA,HUAYTARA,CORDOVA,PEHNV,DIST. NACIONAL,-,5,LIM - AYP,ALEJADO
90511,HUANCAVELICA,CHURCAMPA,COSME,PEHNV,DIST. NACIONAL,-,5,LIM - CJA,ALEJADO
90105,HUANCAVELICA,HUANCAVELICA,CUENCA,PEHNV,DIST. NACIONAL,-,5,LIM - TCQ - MQG,ALEJADO
90706,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,PEHNV,DIST. NACIONAL,-,5,LIM - TGI,ALEJADO
90504,HUANCAVELICA,CHURCAMPA,EL CARMEN,PEHNV,DIST. NACIONAL,-,5,LIM - TAL,ALEJADO
90106,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,PEHNV,DIST. NACIONAL,-,5,LIM - HRZ,ALEJADO
90707,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,PEHNV,DIST. NACIONAL,-,5,LIM - HNV,ALEJADO
90407,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,PEHNV,DIST. NACIONAL,-,5,LIM - CEP,ALEJADO
90408,HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,PEHNV,DIST. NACIONAL,-,5,LIM - LIM,ALEJADO
90307,HUANCAVELICA,ANGARAES,HUANCA-HUANCA,PEHNV,DIST. NACIONAL,-,5,LIM - PIU,ALEJADO
90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,PEHNV,DIST. NACIONAL,-,2,LIM - TRU,ALEJADO
90119,HUANCAVELICA,HUANCAVELICA,HUANDO,PEHNV,DIST. NACIONAL,-,5,LIM - HRZ,ALEJADO
90709,HUANCAVELICA,TAYACAJA,HUARIBAMBA,PEHNV,DIST. NACIONAL,-,5,LIM - CEP,ALEJADO
90604,HUANCAVELICA,HUAYTARA,HUAYACUNDO ARMA,PEHNV,DIST. NACIONAL,-,5,LIM - AYP,ALEJADO
90107,HUANCAVELICA,HUANCAVELICA,HUAYLLAHUARA,PEHNV,DIST. NACIONAL,-,5,LIM - CHM,ALEJADO
90308,HUANCAVELICA,ANGARAES,HUAYLLAY GRANDE,PEHNV,DIST. NACIONAL,-,5,LIM - CEP,ALEJADO
90601,HUANCAVELICA,HUAYTARA,HUAYTARA,PEHNV,DIST. NACIONAL,-,5,LIM - JUL,ALEJADO
90108,HUANCAVELICA,HUANCAVELICA,IZCUCHACA,PEHNV,DIST. NACIONAL,-,5,LIM - JUL,ALEJADO
90309,HUANCAVELICA,ANGARAES,JULCAMARCA,PEHNV,DIST. NACIONAL,-,5,LIM - TPP,ALEJADO
90505,HUANCAVELICA,CHURCAMPA,LA MERCED,PEHNV,DIST. NACIONAL,-,5,LIM - HNV,ALEJADO
90605,HUANCAVELICA,HUAYTARA,LARAMARCA,PEHNV,DIST. NACIONAL,-,5,LIM - HNV,ALEJADO
90109,HUANCAVELICA,HUANCAVELICA,LARIA,PEHNV,DIST. NACIONAL,-,5,LIM - HNV,ALEJADO
90301,HUANCAVELICA,ANGARAES,LIRCAY,PEHNV,DIST. NACIONAL,-,5,LIM - HNV,ALEJADO
90506,HUANCAVELICA,CHURCAMPA,LOCROJA,PEHNV,DIST. NACIONAL,-,5,LIM - HNV,ALEJADO
90110,HUANCAVELICA,HUANCAVELICA,MANTA,PEHNV,DIST. NACIONAL,-,5,LIM - HNV,ALEJADO
90205,HUANCAVELICA,ACOBAMBA,MARCAS,PEHNV,DIST. NACIONAL,-,5,LIM - HNV,ALEJADO
90111,HUANCAVELICA,HUANCAVELICA,MARISCAL CACERES,PEHNV,DIST. NACIONAL,-,5,LIM - AQP,ALEJADO
90409,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,PEHNV,DIST. NACIONAL,-,5,LIM - AQP,ALEJADO
90112,HUANCAVELICA,HUANCAVELICA,MOYA,PEHNV,DIST. NACIONAL,-,5,LIM - CIX,ALEJADO
90113,HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,PEHNV,DIST. NACIONAL,-,5,LIM - CNT,ALEJADO
90710,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,PEHNV,DIST. NACIONAL,-,5,LIM - JUL,ALEJADO
90606,HUANCAVELICA,HUAYTARA,OCOYO,PEHNV,DIST. NACIONAL,-,5,LIM - CUZ,ALEJADO
90510,HUANCAVELICA,CHURCAMPA,PACHAMARCA,PEHNV,DIST. NACIONAL,-,5,LIM - ICA,ALEJADO
90114,HUANCAVELICA,HUANCAVELICA,PALCA,PEHNV,DIST. NACIONAL,-,5,LIM - TPP,ALEJADO
90701,HUANCAVELICA,TAYACAJA,PAMPAS,PEHNV,DIST. NACIONAL,-,5,LIM - CHM,ALEJADO
90206,HUANCAVELICA,ACOBAMBA,PAUCARA,PEHNV,DIST. NACIONAL,-,5,LIM - CEP,ALEJADO
90507,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,PEHNV,DIST. NACIONAL,-,5,LIM - HNV,ALEJADO
90711,HUANCAVELICA,TAYACAJA,PAZOS,PEHNV,DIST. NACIONAL,-,5,LIM - AYP,ALEJADO
90115,HUANCAVELICA,HUANCAVELICA,PILCHACA,PEHNV,DIST. NACIONAL,-,5,LIM - CIX,ALEJADO
90607,HUANCAVELICA,HUAYTARA,PILPICHACA,PEHNV,DIST. NACIONAL,-,5,LIM - TPP,ALEJADO
90207,HUANCAVELICA,ACOBAMBA,POMACOCHA,PEHNV,DIST. NACIONAL,-,5,LIM - AND,ALEJADO
90608,HUANCAVELICA,HUAYTARA,QUERCO,PEHNV,DIST. NACIONAL,-,5,LIM - AQP,ALEJADO
90713,HUANCAVELICA,TAYACAJA,QUISHUAR,PEHNV,DIST. NACIONAL,-,5,LIM - TRU,ALEJADO
90609,HUANCAVELICA,HUAYTARA,QUITO-ARMA,PEHNV,DIST. NACIONAL,-,5,LIM - HNV,ALEJADO
90208,HUANCAVELICA,ACOBAMBA,ROSARIO,PEHNV,DIST. NACIONAL,-,5,LIM - HNV,ALEJADO
90714,HUANCAVELICA,TAYACAJA,SALCABAMBA,PEHNV,DIST. NACIONAL,-,5,LIM - HNV,ALEJADO
90715,HUANCAVELICA,TAYACAJA,SALCAHUASI,PEHNV,DIST. NACIONAL,-,5,LIM - HNV,ALEJADO
90310,HUANCAVELICA,ANGARAES,SAN ANTONIO DE ANTAPARCO,PEHNV,DIST. NACIONAL,-,5,LIM - HNV,ALEJADO
90610,HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA,PEHNV,DIST. NACIONAL,-,5,LIM - HNV,ALEJADO
90611,HUANCAVELICA,HUAYTARA,SAN FRANCISCO DE SANGAYAICO,PEHNV,DIST. NACIONAL,-,5,LIM - HNV,ALEJADO
90612,HUANCAVELICA,HUAYTARA,SAN ISIDRO,PEHNV,DIST. NACIONAL,-,5,LIM - HNV,ALEJADO
